jira_worklog_id,jira_user_id
1022121,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022124,5f99d71c8405b1007751659d
1022127,5f99d71c8405b1007751659d
1022129,5f99d71c8405b1007751659d
1022131,5f99d71c8405b1007751659d
1022133,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022135,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022137,5f99d71c8405b1007751659d
1022139,5f99d71c8405b1007751659d
1022141,5f99d71c8405b1007751659d
1022143,5f99d71c8405b1007751659d
1022145,5f99d71c8405b1007751659d
1022147,5f99d71c8405b1007751659d
1022150,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022152,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022154,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022156,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022158,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022160,5f99d71c8405b1007751659d
1022162,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022165,5f99d71c8405b1007751659d
1022169,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022173,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022177,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022182,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022187,5f99d71c8405b1007751659d
1022192,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022197,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022202,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022207,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022211,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022216,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022221,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022226,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022231,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022236,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022241,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022246,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022251,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022256,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022261,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022266,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022271,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022276,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022282,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022287,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022292,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022297,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022302,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022307,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022313,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022318,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022323,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022328,712020:f72eaf23-111c-4d9c-95b6-52d85148e5a6
1022333,712020:f72eaf23-111c-4d9c-95b6-52d85148e5a6
1022338,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022343,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022347,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022352,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022358,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022363,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022369,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022374,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022380,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022385,5f732988a290960075eb5589
1022390,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022395,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022400,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022404,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022409,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022415,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022420,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022425,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022430,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022435,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022441,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022447,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022452,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022457,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022462,712020:223cfd68-5308-4515-a26c-b450422eb77f
1022467,712020:223cfd68-5308-4515-a26c-b450422eb77f
1027378,5dc1db5f16a90b0df7c6e8dd
1027379,5dc1db5f16a90b0df7c6e8dd
1027380,5dc1db5f16a90b0df7c6e8dd
1027381,5dc1db5f16a90b0df7c6e8dd
1027382,5dc1db5f16a90b0df7c6e8dd
1027383,5f732988a290960075eb5589
1027384,5f732988a290960075eb5589
1027385,5f732988a290960075eb5589
1027386,5f732988a290960075eb5589
1027387,5dc1db5f16a90b0df7c6e8dd
1027388,5dc1db5f16a90b0df7c6e8dd
1027389,5dc1db5f16a90b0df7c6e8dd
1027390,5dc1db5f16a90b0df7c6e8dd
1027391,5dc1db5f16a90b0df7c6e8dd
1027392,5dc1db5f16a90b0df7c6e8dd
1027393,5dc1db5f16a90b0df7c6e8dd
1027394,5dc1db5f16a90b0df7c6e8dd
1027395,5dc1db5f16a90b0df7c6e8dd
1027396,5dc1db5f16a90b0df7c6e8dd
1027397,5dc1db5f16a90b0df7c6e8dd
1027398,5dc1db5f16a90b0df7c6e8dd
1027399,5f732988a290960075eb5589
1027400,5dc1db5f16a90b0df7c6e8dd
1027401,5dc1db5f16a90b0df7c6e8dd
1027402,5dc1db5f16a90b0df7c6e8dd
1027403,5dc1db5f16a90b0df7c6e8dd
1027404,5dc1db5f16a90b0df7c6e8dd
1027405,5f99cf5f8405b10077512b4a
1027406,5dc1db5f16a90b0df7c6e8dd
1027407,5f99cf5f8405b10077512b4a
1027408,5dc1db5f16a90b0df7c6e8dd
1027409,5f99cf5f8405b10077512b4a
1027410,5dc1db5f16a90b0df7c6e8dd
1027411,5dc1db5f16a90b0df7c6e8dd
1027412,5dc1db5f16a90b0df7c6e8dd
1027413,5dc1db5f16a90b0df7c6e8dd
1027414,5dc1db5f16a90b0df7c6e8dd
1027415,5dc1db5f16a90b0df7c6e8dd
1027416,5dc1db5f16a90b0df7c6e8dd
1027417,5dc1db5f16a90b0df7c6e8dd
1027418,5dc1db5f16a90b0df7c6e8dd
1027419,5dc1db5f16a90b0df7c6e8dd
1027420,5dc1db5f16a90b0df7c6e8dd
1027421,5dc1db5f16a90b0df7c6e8dd
1027422,5dc1db5f16a90b0df7c6e8dd
1027423,5dc1db5f16a90b0df7c6e8dd
1027424,5dc1db5f16a90b0df7c6e8dd
1027425,5f732988a290960075eb5589
1027426,5dc1db5f16a90b0df7c6e8dd
1027427,5f732988a290960075eb5589
1027428,5dc1db5f16a90b0df7c6e8dd
1027429,5dc1db5f16a90b0df7c6e8dd
1027430,5dc1db5f16a90b0df7c6e8dd
1027431,5dc1db5f16a90b0df7c6e8dd
1027432,5dc1db5f16a90b0df7c6e8dd
1027433,5dc1db5f16a90b0df7c6e8dd
1027434,5dc1db5f16a90b0df7c6e8dd
1027435,5dc1db5f16a90b0df7c6e8dd
1027436,5dc1db5f16a90b0df7c6e8dd
1027437,5dc1db5f16a90b0df7c6e8dd
1027438,5dc1db5f16a90b0df7c6e8dd
1027439,5dc1db5f16a90b0df7c6e8dd
1027440,5dc1db5f16a90b0df7c6e8dd
1027441,5f99cf5f8405b10077512b4a
1027442,5dc1db5f16a90b0df7c6e8dd
1027443,5dc1db5f16a90b0df7c6e8dd
1027444,5dc1db5f16a90b0df7c6e8dd
1027445,5dc1db5f16a90b0df7c6e8dd
1027446,5dc1db5f16a90b0df7c6e8dd
1027447,5dc1db5f16a90b0df7c6e8dd
1027448,5f732988a290960075eb5589
1027449,5dc1db5f16a90b0df7c6e8dd
1027450,5dc1db5f16a90b0df7c6e8dd
1027451,5dc1db5f16a90b0df7c6e8dd
1027452,5dc1db5f16a90b0df7c6e8dd
1027453,5dc1db5f16a90b0df7c6e8dd
1027454,5dc1db5f16a90b0df7c6e8dd
1027455,5dc1db5f16a90b0df7c6e8dd
1029218,5f99cf5f8405b10077512b4a
1029220,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029222,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029223,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029225,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029226,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029228,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029229,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029231,5f99d71c8405b1007751659d
1029232,5f99d71c8405b1007751659d
1029234,5ddea5ffbe8a460cfe2675c3
1029235,5f99d71c8405b1007751659d
1029237,5ddea5ffbe8a460cfe2675c3
1029239,5f99d71c8405b1007751659d
1029240,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029242,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029243,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029245,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029246,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029248,5f99cf5f8405b10077512b4a
1029249,5f99cf5f8405b10077512b4a
1029251,5f99d71c8405b1007751659d
1029252,5f99d71c8405b1007751659d
1029254,5f99d71c8405b1007751659d
1029255,5f99d71c8405b1007751659d
1029257,5f99d71c8405b1007751659d
1029258,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029260,5ddea5ffbe8a460cfe2675c3
1029261,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029263,5f99cf5f8405b10077512b4a
1029264,5f99cf5f8405b10077512b4a
1029266,5f99d71c8405b1007751659d
1029268,5ddea5ffbe8a460cfe2675c3
1029269,5ddea5ffbe8a460cfe2675c3
1029271,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029272,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029274,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029275,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029277,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029278,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029280,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029282,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029283,5f99d71c8405b1007751659d
1029285,5f99d71c8405b1007751659d
1029286,5f99cf5f8405b10077512b4a
1029288,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029289,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029291,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029293,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029294,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029296,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029297,5ddea5ffbe8a460cfe2675c3
1029299,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029300,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029302,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029304,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029305,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029307,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029308,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029310,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029311,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029501,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029502,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029503,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029504,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029505,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029506,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029507,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029508,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029509,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029510,712020:223cfd68-5308-4515-a26c-b450422eb77f
1029511,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026377,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026379,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026382,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026386,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026389,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026392,5f99cf5f8405b10077512b4a
1026396,5f99cf5f8405b10077512b4a
1026400,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026403,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026406,5f99cf5f8405b10077512b4a
1026409,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026412,5f99cf5f8405b10077512b4a
1026414,5f99cf5f8405b10077512b4a
1026419,712020:f72eaf23-111c-4d9c-95b6-52d85148e5a6
1026422,712020:f72eaf23-111c-4d9c-95b6-52d85148e5a6
1026425,5f99cf5f8405b10077512b4a
1026428,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026431,5f99cf5f8405b10077512b4a
1026434,5f99cf5f8405b10077512b4a
1026436,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026441,5f99cf5f8405b10077512b4a
1026444,5f99cf5f8405b10077512b4a
1026447,5f99cf5f8405b10077512b4a
1026450,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026454,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026457,5f99cf5f8405b10077512b4a
1026460,5f99cf5f8405b10077512b4a
1026463,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026466,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026469,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026472,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026476,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026479,712020:223cfd68-5308-4515-a26c-b450422eb77f
1026481,5f99cf5f8405b10077512b4a
1013928,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1013930,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1013932,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1013935,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1013937,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1013939,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1013941,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1013944,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1013946,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1010781,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010791,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010800,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010810,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010819,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010829,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1010835,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1010840,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010846,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010852,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010856,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010861,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010866,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1010871,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010876,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010881,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010887,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010892,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010897,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1010902,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010909,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010914,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010919,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010924,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010929,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010935,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010940,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010946,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010951,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010957,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010962,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010967,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010973,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010978,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010983,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010990,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1010995,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1011000,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1011005,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1011010,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011015,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011020,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011025,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011030,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011036,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011041,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011046,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011051,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011056,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011062,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011068,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011073,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011078,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011084,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011088,712020:5c9028a1-32be-458e-afa5-10d4c32f425f
1011093,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011098,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011104,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011110,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011115,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011120,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011126,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011131,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011136,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
1011141,712020:aad81c3d-eb9b-439b-89f1-7144ba810218
